,contact_id,customer_date,contract_length
6018,444429301,2022-12-06,12
6019,441678807,2022-12-05,6
6024,445982260,2023-03-02,12
6027,445980026,2022-12-06,6
6036,446604507,2023-01-25,24
6043,446495542,2022-11-30,18
6046,447499751,2022-12-01,6
6078,447527397,2022-11-30,12
6091,446255101,2022-11-28,6
6107,454417319,2022-12-19,18
6167,446442923,2022-12-02,6
6169,447083688,2022-12-09,18
6177,446500666,2022-12-03,6
6181,448141071,2022-12-10,24
6194,447477955,2022-12-06,6
6228,442336261,2022-12-05,6
6266,448255437,2022-12-21,6
6308,447511205,2022-11-30,12
6326,448643485,2022-12-03,6
6351,441666657,2023-02-01,24
6375,448066310,2022-12-02,6
6412,450581813,2022-12-12,6
6451,448051214,2022-12-05,6
6452,445940306,2022-12-01,6
6484,448090743,2022-12-12,9
6533,457232901,2022-12-19,6
6595,449207777,2022-12-08,12
6611,446477765,2022-12-01,9
6665,446083761,2022-12-01,6
6670,447628463,2022-11-30,9
6679,448167304,2022-12-08,12
6683,447063208,2022-12-07,24
6691,444157850,2022-12-16,12
6698,447108479,2022-12-07,6
6722,444048835,2022-12-02,6
6723,448210415,2022-12-15,6
6731,447649577,2022-12-02,6
6736,448159214,2022-12-05,24
6780,449183099,2022-12-05,6
6789,447044796,2022-12-05,6
6805,446477549,2022-12-05,6
6838,454544266,2023-01-08,6
6929,447708286,2022-12-03,6
6948,447692280,2022-12-09,9
6954,439872829,2022-12-03,9
6980,448267052,2022-12-02,9
6986,440547473,2022-12-02,18
6989,450078878,2023-01-01,6
6997,449630211,2022-12-05,6
7000,450701576,2022-12-09,6
7007,451246106,2022-12-30,6
7024,450757954,2022-12-16,6
7034,446981195,2022-12-05,6
7061,450118620,2022-12-08,6
7064,450769559,2022-12-08,24
7071,451146743,2022-12-12,6
7076,450018878,2023-01-13,6
7160,442664472,2022-12-05,6
7186,448793491,2022-12-05,6
7189,449422701,2022-12-08,6
7194,450053569,2023-01-05,6
7196,446486955,2022-12-05,6
7208,444153365,2022-12-12,12
7230,449937502,2022-12-05,12
7312,448729784,2022-12-06,6
7328,446992297,2022-12-06,6
7358,447671605,2022-12-09,6
7361,448720813,2022-12-15,6
7365,449261676,2022-12-09,6
7369,448158918,2022-12-05,36
7399,435779857,2022-12-07,18
7438,445978711,2022-12-07,6
7463,446585501,2022-12-15,18
7539,449696874,2022-12-11,6
7549,440507559,2023-02-01,6
7598,447109747,2022-12-07,36
7653,450651137,2022-12-09,6
7661,448723635,2022-12-06,6
7671,449987730,2022-12-08,9
7678,448244643,2022-12-07,18
7706,445989507,2022-12-04,6
7717,451328495,2022-12-09,6
7741,450614366,2022-12-09,6
7743,451900052,2022-12-13,6
7750,445528541,2022-12-03,6
7763,450261201,2022-12-12,
7771,450190854,2022-12-19,6
7772,448233401,2022-12-18,12
7777,450597371,2022-12-12,3
7782,446026457,2022-12-07,6
7790,448095781,2022-12-13,6
7795,449936401,2022-12-08,36
7818,450768351,2023-01-26,6
7826,451167466,2022-12-12,6
7894,447162452,2022-12-04,6
7910,448152102,2022-12-13,6
7978,448134580,2022-12-08,6
8018,441703993,2022-12-08,9
8046,451961101,2022-12-26,6
8076,446926543,2022-12-02,6
8084,450171201,2023-01-13,6
8089,448070109,2022-12-12,9
8096,451211877,2022-12-12,6
8134,450059356,2022-12-12,6
8169,452401051,2022-12-10,6
8186,442208147,2022-12-11,12
8248,451787455,2022-12-12,6
8251,452294460,2022-12-14,12
8271,451178102,2022-12-09,6
8278,448706351,2022-12-12,6
8314,451766351,2022-12-22,6
8320,443600879,2022-12-19,6
8384,447614350,2022-12-01,6
8412,448149818,2022-12-06,
8413,447619789,2022-12-18,6
8430,449689417,2022-12-15,12
8489,446420843,2022-12-07,6
8502,453611401,2022-12-13,12
8530,452821539,2022-12-14,24
8592,457185442,2023-01-03,18
8657,456050461,2022-12-21,12
8670,448766534,2022-12-11,6
8673,439424948,2022-12-01,6
8713,451222817,2023-01-18,6
8714,446420578,2022-12-09,9
8737,451829102,2022-12-13,6
8769,448272651,2022-12-09,9
8780,448745614,2022-12-06,18
8788,450821953,2022-12-09,6
8813,448719131,2022-12-11,6
8829,447631863,2022-12-27,6
8850,448663971,2022-12-06,6
8858,444618294,2022-12-01,18
8863,449605480,2022-12-08,6
8888,445394951,2022-12-05,6
8899,447017404,2022-12-01,6
8920,451904738,2022-12-12,9
8921,453587610,2022-12-15,6
8941,443065031,2023-01-05,6
8950,452876610,2022-12-12,6
8971,453750256,2023-01-13,6
8985,442633952,2022-12-05,18
9028,445532263,2022-12-11,6
9029,453229155,2022-12-12,6
9035,452900454,2023-01-02,6
9053,453239155,2023-01-03,12
9086,451238490,2022-12-26,6
9088,451034951,2023-01-24,6
9131,443493777,2022-12-12,6
9135,451202740,2023-01-18,6
9148,449198023,2022-12-19,6
9149,447656431,2022-12-13,6
9167,450077304,2022-12-06,12
9190,450120469,2022-12-08,12
9196,447047107,2022-11-29,24
9198,450221353,2023-01-11,6
9201,447194601,2022-12-22,6
9217,444630176,2022-12-06,9
9271,447636654,2022-12-06,6
9274,447594759,2022-12-04,6
9275,447594759,2022-12-04,6
9283,453228834,2022-12-19,18
9285,452824882,2022-12-21,18
9355,450172168,2022-12-08,6
9360,448684962,2022-12-14,6
9413,446913268,2022-11-30,18
9452,451877899,2022-12-12,3
9472,444976601,2022-12-15,6
9508,450843770,2022-12-09,6
9519,450035352,2022-12-08,12
9533,451150755,2022-12-15,6
9555,450652447,2022-12-13,6
9559,449656867,2022-12-12,6
9632,449250131,2022-12-13,6
9647,452508671,2022-12-14,6
9666,453746013,2022-12-17,6
9682,446013087,2022-12-15,6
9693,451915905,2022-12-13,18
9702,454310058,2023-01-05,24
9709,454320941,2022-12-15,6
9722,452831931,2022-12-19,6
9731,453669251,2022-12-15,6
9737,448843066,2022-12-13,6
9755,452316736,2022-12-17,6
9792,452284701,2022-12-13,12
9803,451904411,2022-12-15,12
9804,450026987,2022-12-10,6
9830,451273854,2022-12-08,6
9836,446423638,2022-12-01,6
9901,451086160,2022-12-09,6
9908,450154866,2022-12-10,6
9935,454533851,2022-12-14,6
9945,454436969,2022-12-22,6
9970,446485711,2023-01-02,24
10018,454335157,2022-12-19,6
10062,454553752,2022-12-14,6
10096,449273954,2022-12-09,6
10124,452837572,2023-01-06,6
10128,450779101,2022-12-13,6
10130,451255836,2022-12-15,12
10158,444601362,2022-12-07,9
10202,452352106,2022-12-09,6
10226,450176597,2022-12-12,6
10230,440738021,2023-01-18,12
10233,452768951,2022-12-10,24
10239,447021584,2022-12-08,6
10279,450708836,2022-12-14,6
10283,454392189,2022-12-16,6
10295,452820175,2022-12-18,6
10305,447496501,2022-11-30,6
10360,448774296,2022-12-19,12
10368,453872952,2023-01-02,18
10418,443604816,2022-12-01,18
10423,448333911,2023-01-04,6
10451,448144466,2022-12-07,3
10507,450152859,2022-12-06,24
10523,450494301,2023-01-07,6
10535,450122678,2022-12-12,6
10549,451344594,2022-12-15,18
10558,449672641,2022-12-12,6
10576,450758064,2022-12-10,6
10629,450151268,2023-01-02,6
10636,451904674,2022-12-20,12
10646,456032258,2022-12-18,6
10650,456312602,2023-01-05,12
10686,454496147,2022-12-22,12
10709,455138155,2022-12-17,12
10727,452595106,2022-12-16,6
10755,446022522,2022-12-06,6
10841,451757301,2022-12-11,6
10842,451757301,2022-12-13,6
10846,453713224,2023-02-07,12
10847,451914885,2022-12-12,12
10856,444020453,2022-12-09,24
10878,453211923,2022-12-18,9
10880,449671335,2022-12-15,6
10901,454378189,2023-01-13,18
10910,454417051,2022-12-13,6
10948,454944422,2022-12-19,6
10960,457164501,2023-01-02,18
10975,456653151,2023-01-19,6
10992,455910033,2022-12-19,6
11073,457692801,2023-01-17,6
11128,451202352,2023-01-10,6
11132,454885251,2022-12-16,6
11166,446005916,2022-12-06,24
11191,452827602,2023-01-16,18
11213,453067551,2022-12-14,12
11240,450556777,2022-12-13,12
11246,456131801,2022-12-27,6
11325,452247301,2022-12-22,6
11372,457801906,2022-12-19,6
11428,452872564,2022-12-16,6
11469,454319933,2022-12-21,
11475,407981101,2022-12-16,6
11569,437026551,2022-12-18,24
11575,454496626,2022-12-20,6
11592,458372665,2023-01-13,18
11653,458884710,2022-12-23,12
11695,458997751,2023-01-04,6
11741,457772664,2022-12-22,6
11807,446988068,2022-12-22,6
11896,458466995,2023-01-23,12
11945,408922087,2023-02-10,6
11960,459649029,2022-12-23,9
12023,457943151,2023-01-06,18
12133,461295858,2022-12-31,6
12176,455542351,2023-01-06,6
12225,462098657,2022-12-27,9
12231,461288703,2023-01-11,6
12285,463356551,2022-12-30,36
12288,455210004,2023-01-02,6
12337,452045754,2022-12-11,6
12340,455668578,2023-02-09,6
12342,455207207,2022-12-16,6
12398,443597418,2022-12-16,6
12424,448986412,2022-12-06,9
12429,453782156,2022-12-15,6
12439,454998128,2022-12-14,9
12470,455117135,2022-12-16,6
12478,452182501,2023-01-04,12
12496,462619202,2023-01-02,18
12529,452479078,2022-12-29,6
12533,460246859,2023-01-04,6
12583,454446274,2022-12-15,6
12624,443624294,2022-12-15,9
12677,447084668,2022-12-01,12
12703,465217501,2023-01-10,6
12746,454498503,2023-01-03,6
12762,451387065,2022-12-17,9
12774,452886472,2022-12-16,9
12819,450079271,2022-12-22,6
12823,455677719,2022-12-19,6
12828,453642555,2022-12-16,18
12831,459072930,2023-01-06,6
12832,462172601,2023-01-10,6
12844,460238186,2023-01-30,12
12845,463237341,2023-01-02,18
12879,464163903,2023-01-03,6
12880,458780001,2022-12-30,6
12898,463216460,2022-12-30,18
12902,463932462,2023-01-13,12
12931,465316301,2023-01-12,6
13033,454513618,2022-12-20,6
13042,446960261,2022-12-05,6
13044,453375161,2022-12-19,6
13059,455813225,2022-12-23,6
13162,458404631,2022-12-21,
13165,454524973,2023-02-25,6
13188,459683658,2023-01-19,9
13218,459419701,2023-01-02,6
13321,457198197,2023-01-04,6
13395,464493657,2023-01-20,12
13458,455139685,2022-12-19,6
13515,446947190,2022-12-01,6
13533,442628268,2022-12-01,6
13540,447549001,2022-12-01,6
13581,463064589,2023-02-08,12
13589,451281187,2022-12-08,6
13753,455717156,2023-01-09,6
13778,455602920,2023-01-09,9
13782,458331057,2022-12-22,6
13796,443142303,2022-12-19,6
13814,452515056,2022-12-20,6
13816,458123651,2023-02-06,6
13838,446397855,2022-12-02,6
13896,448757268,2022-12-03,12
13899,449609133,2022-12-04,18
13916,454541508,2022-12-20,6
13918,455869280,2022-12-20,6
13966,456809651,2023-02-23,3
13973,457409905,2023-01-25,6
13981,457894801,2023-01-04,9
14021,460109951,2023-01-04,12
14085,463395801,2023-01-24,6
14111,457310551,2022-12-23,6
14156,465338851,2023-01-10,6
14171,448774413,2022-12-07,6
14192,443075415,2022-12-22,12
14193,447152368,2023-01-02,6
14206,457902619,2022-12-22,6
14288,447581087,2022-12-06,6
14394,465389552,2023-01-06,12
14505,455750885,2022-12-19,12
14549,458952423,2022-12-28,6
14553,460808101,2023-01-02,18
14566,361327214,2023-01-03,6
14595,450105665,2022-12-21,6
14617,446696411,2022-12-15,6
14753,447192155,2022-12-01,12
14757,455629406,2023-01-04,6
14772,456010599,2023-01-06,6
14782,454492565,2022-12-20,12
14810,451899580,2022-12-19,12
14843,455886639,2022-12-22,6
14858,455273109,2022-12-15,6
14876,454232301,2022-12-21,
14883,447538877,2022-12-17,6
14964,458354370,2023-01-04,6
14981,457342151,2023-01-02,18
15001,457655235,2022-12-22,18
15037,454551454,2023-02-15,6
15038,455201351,2023-01-11,6
15078,456768114,2022-12-20,6
15103,456232173,2023-02-14,12
15126,456303001,2023-01-03,6
15142,453256972,2023-02-09,18
15156,456656401,2022-12-19,12
15167,453852817,2022-12-19,6
15199,456778254,2023-01-02,24
15250,461896567,2023-01-03,12
15264,462704264,2022-12-28,12
15280,463247658,2023-01-02,6
15322,451284201,2022-12-31,12
15325,463683237,2023-01-02,6
15352,457287903,2022-12-19,6
15358,450694762,2023-02-12,18
15375,459686385,2023-01-05,6
15379,458284096,2022-12-23,9
15382,460112602,2022-12-30,12
15383,450667414,2022-12-12,12
15393,460164375,2022-12-29,6
15414,447530201,2022-12-19,6
15443,458330514,2022-12-21,6
15467,458465815,2022-12-20,6
15477,455809282,2022-12-29,6
15500,446914372,2022-12-27,6
15512,448663221,2022-12-13,6
15541,457271055,2022-12-28,12
15546,457200780,2022-12-28,12
15745,461884601,2023-01-09,6
15753,457851454,2022-12-30,6
15759,461764151,2022-12-28,6
15777,460825157,2022-12-28,6
15786,462288551,2023-01-02,18
15808,458692601,2023-01-06,12
15820,463207394,2022-12-29,6
15835,458256802,2023-01-30,12
15844,458905672,2022-12-23,12
15848,455839038,2022-12-29,6
15854,454279252,2022-12-21,6
15881,458881796,2023-01-22,6
15911,458463625,2023-01-30,6
15944,450208070,2022-12-30,12
15946,457624034,2022-12-26,6
15958,456058728,2022-12-23,6
15987,445066370,2023-01-16,6
15992,458226210,2022-12-24,6
16162,440446950,2022-12-28,24
16305,447066908,2022-12-07,6
16309,448647977,2023-01-09,6
16310,446991078,2022-11-30,18
16313,449259897,2022-12-08,12
16330,459547900,2023-01-04,6
16337,455831076,2022-12-22,6
16347,447530327,2022-12-17,6
16362,446516612,2022-12-02,6
16383,457218446,2023-01-06,18
16442,458365733,2022-12-29,18
16449,456140359,2022-12-23,6
16462,457686010,2022-12-22,6
16474,459602659,2022-12-30,12
16593,456269157,2023-01-04,6
16601,465455801,2023-01-05,6
16688,464690101,2023-01-03,6
16690,464482704,2023-01-03,6
16775,461482601,2023-01-05,6
16863,465497152,2023-01-10,6
16916,458477202,2023-01-10,6
16918,459475801,2022-12-30,6
16922,455076324,2022-12-22,6
16933,459992751,2022-12-23,6
16951,453243659,2022-12-23,6
16952,452389110,2022-12-15,6
16964,461232955,2023-02-01,6
17024,446442102,2022-12-07,6
17086,461747156,2023-01-19,6
17135,461856901,2023-01-01,6
17174,450028124,2022-12-12,18
17228,450127713,2022-12-12,12
17245,459145552,2023-01-09,6
17267,459016413,2023-01-03,6
17281,464825202,2023-01-05,12
17425,455976233,2023-01-03,18
17462,458280453,2023-01-10,6
17482,458324397,2023-01-03,18
17493,463799628,2022-12-30,6
17542,465588501,2023-01-05,6
17556,460378451,2023-01-06,6
17605,463066089,2023-01-04,6
17708,443040949,2023-01-09,18
17875,463105060,2022-12-30,6
17886,456139846,2022-12-15,9
17912,449693595,2022-12-09,12
17913,441735754,2022-12-06,6
17932,450685259,2022-12-09,6
17963,451811761,2023-01-04,12
17964,451811761,2023-01-12,12
17991,448219784,2022-12-12,6
18035,457330011,2022-12-19,6
18237,457965583,2023-01-09,6
18521,445525207,2022-12-02,6
18543,464889552,2023-01-02,12
18548,464422001,2023-01-03,12
18550,461904505,2023-01-06,24
18636,457825603,2022-12-22,6
18671,447521640,2022-12-16,
18685,453219245,2022-12-12,6
18689,453694624,2022-12-13,6
18696,444120522,2022-12-08,6
18708,453268601,2023-01-24,6
18709,449634488,2022-12-15,36
18710,448666995,2022-12-05,9
18722,452830930,2022-12-12,6
18916,455113062,2023-01-13,12
19014,452886301,2023-01-06,12
19030,453708222,2022-12-12,18
19031,453606856,2023-01-05,12
19052,452530356,2022-12-14,9
19079,461353801,2023-01-02,6
19090,463184151,2023-01-01,6
19142,465340405,2023-01-02,12
19155,446472492,2022-12-04,6
19162,458897758,2023-01-16,12
19255,465371501,2023-01-12,6
19286,443559707,2023-01-19,6
19441,448210989,2022-12-08,6
19447,446492569,2022-12-05,6
19452,452827526,2023-01-10,6
19453,445947261,2022-12-21,6
19468,438968039,2022-12-13,12
19488,437398752,2023-01-03,6
19524,446060877,2022-11-30,
19620,455887717,2022-12-22,6
19759,465030352,2023-01-02,24
19836,451981251,2022-12-15,6
19849,453702601,2022-12-14,24
20007,458497724,2023-01-11,6
20072,444123693,2022-12-07,6
20079,457285901,2023-01-06,6
20189,454532487,2023-01-10,6
20322,458176401,2023-01-12,12
20341,463786293,2023-01-03,6
20454,454258807,2022-12-31,6
20485,452432371,2022-12-16,6
20614,459516035,2023-01-09,24
20786,448675197,2022-12-12,6
20802,463684827,2023-01-13,6
20883,464411558,2023-01-10,6
20948,453229582,2023-01-09,6
21110,460492007,2023-01-08,24
21122,457820483,2023-02-08,24
21190,463952607,2023-01-16,36
21335,455629552,2022-12-19,18
21336,452841564,2022-12-22,6
21343,446364211,2022-12-07,6
21344,453899333,2023-01-02,6
21360,455872871,2022-12-17,12
21363,454352494,2023-01-04,6
21365,456053352,2022-12-18,6
21367,454466651,2022-12-19,12
21388,455694209,2023-01-09,6
21391,455846678,2023-01-13,6
21393,452239414,2022-12-16,6
21407,455551251,2022-12-19,12
21583,463360017,2023-01-04,6
21786,455810997,2023-01-24,6
21935,438981105,2022-12-19,6
21938,448250801,2022-12-17,6
22331,463271818,2023-01-13,6
22452,454357301,2022-12-14,12
22652,464566856,2023-01-11,6
22754,456340880,2023-01-04,6
22791,457290604,2022-12-21,24
23026,458463224,2023-01-20,6
23189,452832684,2022-12-13,6
23214,456005964,2023-01-17,9
23520,454486596,2023-01-10,6
23603,464587701,2023-01-09,24
23870,438000313,2023-01-17,24
23932,452280085,2022-12-22,12
23938,458435589,2022-12-22,9
23942,457600182,2023-01-03,6
23964,456127855,2023-01-11,6
23987,453237671,2022-12-21,6
23993,457217163,2023-01-04,6
23995,457165101,2022-12-20,6
23998,458292359,2022-12-20,6
24179,454385972,2022-12-16,6
24299,455699016,2023-01-02,6
24329,458225354,2022-12-22,6
24510,444558765,2023-01-18,12
24552,451765406,2022-12-11,6
24686,446319551,2022-12-05,6
24702,457371401,2022-12-23,6
24706,458241160,2023-01-13,6
24746,453694553,2022-12-17,6
24758,459495756,2022-12-23,12
25021,461469401,2022-12-28,24
25060,458411421,2023-01-05,6
25081,462538616,2022-12-30,6
25093,457988701,2022-12-28,6
25293,452296906,2022-12-12,6
25394,463294879,2022-12-30,24
25416,462432716,2022-12-29,6
25597,455031269,2022-12-20,12
25930,455228245,2023-01-16,6
25944,447523188,2022-11-30,6
25955,460734801,2022-12-31,12
26022,463098174,2023-01-09,6
26102,449208612,2023-01-19,3
26385,464766952,2023-01-10,6
26470,464277704,2023-03-01,12
27073,454439418,2022-12-15,24
27426,451809825,2022-12-10,9
27647,460522051,2023-01-04,6
27658,461935602,2023-01-06,6
27976,458828101,2023-01-18,12
28759,451961002,2023-01-19,18
28853,455051084,2023-01-05,6
29301,439940991,2023-01-24,6
29371,444161882,2023-01-25,6
29659,452801470,2023-01-21,6
29965,455828804,2023-01-19,6
30047,446367055,2022-12-07,6
30207,464762251,2023-01-20,6
30453,436299348,2023-01-25,18
30660,465518740,2023-01-10,12
32060,462474419,2023-01-18,6
32699,459198501,2023-01-17,3
33041,457612503,2023-01-10,6
34188,441751839,2023-01-13,6
34763,442605453,2022-12-05,6
34987,455845674,2022-12-19,6
35562,449174251,2023-01-30,9
36032,463041151,2023-01-02,6
36323,454940907,2023-02-01,24
36628,463697037,2023-01-10,6
38648,458808851,2022-12-21,12
39125,439910090,2022-12-03,6
39131,436369564,2022-12-03,6
39145,445976940,2023-02-06,6
39150,446034700,2022-11-29,6
39154,442716551,2022-12-01,6
39225,465389774,2023-01-11,6
39255,479212814,2023-01-31,6
39632,452254351,2022-12-14,36
39672,444636525,2022-12-01,6
39759,464299777,2023-01-27,6
40177,482441342,2023-02-01,12
40181,454437873,2023-01-16,6
40456,437492569,2022-12-01,24
40559,445083903,2023-01-27,6
40912,445334508,2022-12-02,12
40976,442954665,2022-12-15,6
41326,441629580,2022-12-30,
41327,443102954,2022-12-02,
41329,444637752,2022-12-08,6
41338,445541152,2022-12-02,6
41341,446321851,2022-11-30,9
41401,447003368,2023-01-11,6
41406,439339728,2022-12-05,6
41425,445126652,2022-12-13,6
41629,441748546,2023-03-09,12
41695,444156974,2022-11-29,6
41787,447078947,2022-12-02,6
41803,448151079,2022-12-02,6
41804,447716179,2022-12-09,6
41826,448726800,2022-12-04,18
41827,448726800,2022-12-04,18
41854,448125516,2022-12-01,9
42106,446379405,2022-11-30,6
42128,444779203,2023-01-02,9
42134,447105152,2022-12-04,9
42146,441084047,2022-11-30,6
43569,450051373,2022-12-15,6
44173,448087187,2022-12-02,6
44184,448669088,2022-12-07,6
44193,446464076,2022-11-30,6
44199,447483401,2022-12-03,12
44247,463246578,2023-02-08,12
44460,449694063,2022-12-09,6
44462,448145077,2022-12-20,12
44465,450146121,2022-12-12,6
44473,445511229,2022-12-01,9
45126,446938458,2022-12-03,18
45132,448900820,2022-12-09,6
45420,437622652,2022-12-05,9
45421,439349622,2023-01-09,6
45423,439858045,2023-02-24,6
45424,442751201,2023-01-23,12
45425,440067646,2022-12-06,6
45426,444580596,2022-12-01,12
45431,445672157,2022-12-09,6
45443,443506856,2022-12-05,6
45455,444992737,2022-12-07,24
45921,435443002,2022-12-01,6
45938,446320351,2022-12-06,18
45946,445983120,2022-11-30,12
46193,446821901,2022-11-30,9
46203,445096352,2023-02-21,6
46205,446461659,2022-12-01,6
46326,449986351,2022-12-09,6
46379,445623851,2022-12-07,6
46389,447573014,2022-12-06,6
46432,448150563,2022-12-03,24
46803,444669989,2022-12-06,6
46806,447632755,2022-12-15,6
46839,450696136,2022-12-06,6
46841,450621720,2022-12-07,12
46895,451141958,2022-12-09,6
47120,453982151,2022-12-19,6
47540,446054621,2022-11-30,18
47708,450687087,2022-12-13,6
47864,449204853,2022-12-15,6
47872,450906101,2022-12-14,6
47880,446465639,2022-12-20,12
47962,448723290,2022-12-13,6
48314,449241292,2022-12-11,6
48318,448262895,2022-12-09,6
48365,453793465,2022-12-12,24
48368,450040408,2022-12-13,6
48479,436403243,2022-12-23,6
48568,448244612,2022-12-05,6
48595,442179526,2022-12-05,6
49100,436936887,2022-12-07,18
49101,436336501,2022-12-06,24
49103,440029230,2023-02-24,9
49105,440499403,2022-12-02,6
49109,442985457,2022-12-06,12
49110,442578433,2022-12-02,6
49132,445979233,2022-12-01,9
49138,446120253,2022-11-29,6
49861,439966766,2022-12-06,3
49863,445041966,2022-12-01,9
50352,445990307,2022-11-29,6
50783,445631872,2022-12-01,9
50792,444131857,2022-12-01,9
50815,449191928,2022-12-09,6
50889,447533251,2022-12-12,6
50892,446402163,2022-11-28,6
50920,451827627,2022-12-19,6
50978,447576079,2023-02-16,6
51262,446388615,2022-11-30,6
51264,450574928,2022-12-10,6
51275,452389653,2023-01-19,6
51281,452549451,2022-12-14,6
51292,446616705,2022-12-12,6
51301,453666184,2022-12-14,6
51312,452939214,2022-12-29,6
51347,450152396,2023-01-04,6
51358,443530727,2022-12-05,6
51370,453243822,2022-12-20,6
51381,453456458,2022-12-13,6
51658,446476278,2022-11-29,6
51714,447077162,2022-12-12,6
51729,445655494,2022-12-14,6
51895,446938424,2022-11-30,12
51934,445674710,2023-01-23,9
51949,448136626,2022-12-05,6
51961,448050401,2022-12-05,6
52582,440459203,2022-12-10,6
52585,443006655,2022-12-05,6
52586,439025399,2022-12-06,6
52589,444108007,2022-12-02,9
52591,443058551,2022-12-17,12
52592,444663417,2022-12-05,6
52594,444991552,2022-12-01,6
52707,444618348,2022-12-01,12
52708,447516815,2022-12-05,6
52716,447617891,2022-12-05,6
52738,450152167,2023-01-13,3
52927,445163557,2022-12-01,6
52940,441039272,2022-12-15,6
52965,439345254,2022-12-06,18
52970,448775115,2023-01-09,6
53004,447076061,2022-12-06,6
53005,447076061,2022-12-03,6
53218,454357155,2022-12-14,6
53261,447036565,2022-12-06,6
53288,448768119,2022-12-07,6
53397,436805889,2022-12-08,6
53399,441691742,2022-12-18,6
53401,443560305,2022-12-12,18
53540,457672158,2023-01-04,6
53689,446542762,2022-12-02,6
53846,454268751,2022-12-13,6
53861,454278228,2022-12-14,12
53974,447609110,2022-12-01,6
53986,446028116,2022-12-01,6
53989,446970580,2022-12-07,6
54006,446500170,2022-11-29,12
54011,443013021,2022-11-30,6
54018,451153691,2022-12-21,6
54031,450702667,2022-12-09,6
54034,448740924,2022-12-02,6
54066,452226552,2022-12-13,6
54073,451819606,2022-12-12,6
54082,446401786,2022-11-30,6
54109,446501513,2022-12-09,12
54125,445048619,2022-12-23,6
54383,435018397,2023-03-13,12
54384,436225204,2023-03-04,9
54386,440639157,2022-12-05,6
54387,433011267,2022-12-03,6
54390,443622860,2022-12-07,9
54392,444061220,2022-12-05,6
54613,463068406,2023-02-20,12
54677,441153115,2022-12-01,6
54715,449204469,2022-12-12,12
54727,451865160,2023-01-09,6
54765,447002105,2022-12-06,6
54774,447073935,2023-02-09,6
54780,447579297,2022-12-05,18
54845,445170666,2022-12-06,6
54889,444602960,2022-12-01,9
54908,446982186,2022-11-29,6
54913,447040443,2022-11-29,12
55004,448860171,2022-12-19,6
55015,448301808,2022-12-05,18
55030,449349905,2022-12-12,6
55053,449740501,2022-12-21,6
55063,449354851,2022-12-09,9
55341,447061972,2022-11-30,12
55360,446487159,2022-11-30,6
55363,446434670,2022-12-02,6
55371,447481106,2022-12-01,9
55380,446948553,2022-12-09,6
55386,446388328,2022-11-30,6
55389,435414015,2022-12-05,18
55679,459721342,2023-01-02,6
55892,444152242,2022-12-14,12
55894,453204808,2022-12-19,12
55898,448605801,2022-12-05,6
56027,445999966,2022-12-01,6
56036,446543214,2022-11-30,12
56039,443013942,2022-12-05,6
56053,446354805,2022-11-30,9
56059,446464232,2022-11-29,6
56187,446035300,2022-12-01,12
56214,442255128,2022-12-05,6
56242,448186689,2022-12-12,18
56284,453686978,2023-01-25,12
56314,453219174,2022-12-14,24
56624,439906251,2022-12-09,12
56627,441236254,2022-12-05,6
56632,444666274,2022-12-02,6
56682,440041004,2022-12-02,6
56692,446460963,2022-11-30,9
56693,447514782,2023-01-18,6
56912,450039401,2023-01-10,6
56952,451728511,2022-12-08,6
57086,446993942,2022-12-12,6
57273,439355781,2022-12-01,6
57310,453891502,2022-12-19,6
57446,446999556,2022-12-02,18
57460,446494088,2022-12-07,6
57466,446469120,2022-12-05,6
57489,446947691,2022-12-15,6
57566,447700019,2022-12-01,6
57647,448688198,2022-12-05,12
57871,446955502,2022-12-12,6
57884,436924750,2022-12-15,6
57951,448143521,2022-12-04,6
57970,451269083,2022-12-13,9
57976,451138755,2022-12-08,6
57996,446827751,2022-12-09,6
58004,449376273,2022-12-09,6
58017,445719457,2022-12-05,6
58019,447690319,2022-12-20,6
58092,445995157,2022-11-28,12
58113,442985701,2022-12-05,6
58121,450081566,2023-03-09,6
58126,455177104,2022-12-20,
58145,455098273,2023-01-03,24
58147,455007111,2022-12-16,18
58155,454456967,2022-12-16,12
58156,454456967,2022-12-16,12
58159,448679038,2022-12-25,12
58170,453826208,2022-12-16,6
58182,448286351,2022-12-05,36
58185,449973712,2023-02-26,6
58275,453639503,2022-12-14,9
58287,453311158,2023-01-05,6
58445,453675651,2022-12-13,6
58518,448797456,2023-01-09,6
58690,453849271,2022-12-12,9
58691,453821519,2022-12-20,12
58744,449960239,2022-12-12,12
58783,446613701,2023-01-04,6
58807,454985130,2022-12-20,6
58813,454486584,2022-12-16,6
59248,452308101,2022-12-16,6
59391,449235238,2022-12-05,6
59411,448269863,2022-12-02,24
59417,449690457,2022-12-12,6
59487,454543716,2023-02-28,6
59701,447099819,2022-12-01,6
59703,450044325,2022-12-07,6
59722,449668551,2022-12-08,6
59961,450040678,2022-12-09,12
59966,449540201,2022-12-11,6
59976,447126583,2022-12-05,18
59982,449619112,2022-12-07,36
60056,448217286,2023-01-16,3
60075,446378216,2022-11-28,24
60138,451432063,2022-12-09,12
60263,442661932,2022-12-06,6
60299,451143197,2022-12-07,9
60431,449635638,2022-12-11,6
60553,454328655,2022-12-15,6
60554,455598781,2022-12-19,18
60609,442581686,2022-12-06,6
60611,446412075,2022-11-30,18
